본문,결과
"저는 21살이고 아직 제대로 연애해본 경험은 없습니다! 최근에 같은과 동기 23살인 오빠랑 부쩍 가까워졌는데요 이 오빠가 원래 친화력이 좋고 재치있어서 인간관계가 넓은 편이에요 어쩌다보니 몇주전부터 연락을 거의 매일 하게 되었고 따로 둘이 만나서 산책하고 밥먹고 놀기도 했어요! 평소에 미팅 에프터 나가도 별 재미없고 그래서 집가고싶은 적이 많았는데 이상하게 그 오빠랑 놀았던 날에는 말도 너무 잘 통하고 재밌어서 더 있고 싶더라고요. 분위기로 봐서는 저말고 오빠도 그렇게 느낀거 같아요! 암튼 그래서 매일 연락하고 전화는 가끔 하고 일주일에 두세번 수업 같이 들어서 만나고 하는데 이게 썸인건지 혼자 고민이 돼서요 본인이 일이 있어서 카톡 답장이 늦을 것 같으면 미리 말해주고, 밤인사 아침인사도 늘 해요. 다음에 ~하자는 식으로도 얘기하는 편이고 하루 일정같은거도 카톡하면서 거의 매일 공유해요! 연애경험이 없다보니ㅠㅠ 고민이 많네요. 저는 오빠가 성격도 좋고 잘맞아서 같이 놀고싶고 가까워지고 싶은 마음이에요. 근데 외모적인 부분은 제가 꿈꾸던 이상형이랑은 조금 멀어서 아쉽긴 한데.. 이게 썸이 맞는지 얘기해주시면 감샇겠습니다ㅠㅠ!!",1
내가 남사친에게 소개좀 시켜달라고 이상형 얘기했는데 끝까지 해주겟다 얘길안해서 장난치지말라고 했더니 ㅋㅋㅋㅋㅋ 자꾸 자기래 ( 그 이상형이 ㅋㅋ) ㅋㅋㅋㅋ 물론 취한상태였어 좀 ㅋㅋㅋㅋㅋ(나랑 같이 마신건 아니고 저건 카톡으로 한 얘기임) 뭐야 이거 그린라이트임? 아님 술먹고 이딴 장난치는거면 진짜 싫다ㅋㅋ,0
상대방이 나를 마음에 들어한대서 만났는데 난 별로 기대를 하고 나가지 않았다가 막상 보고는 생각보다 마음에 들어서 너무 긴장하고 말았어 웃음도 잘 안나오고 자연스럽게 표정이 지어지지도 않고 말도 횡설수설 뭔가 그린라이트같은 멘트를 던지는데도 제대로 받아주지 못했다 밥먹고 커피 마시고 2시간 좀 더 지나 헤어졌는데 잘 안될 것 같다며 포기하고 있던 찰나 잘 들어갔느냐는 의례적인 톡은 왔어 하지만 애프터는 없다 하루 지난 오늘도 연락은 없다 그남자 그냥 매너로 톡 보내준거지?,0
"20대 초반이고 썸남이 돈도 저한테 잘 쓰고 표현도 보고싶다, 귀엽다 등등 잘 해요 연락한지는 이제 3주 정도 됐고 밖에서 따로 만난 건 5-6번? 될 거예요 연락할때 생일이라 비싼 옷 사주고 만나면 밥도 자기가 다 사주려하고 나한테 쓴 돈만 거의 50정도 되는 듯 sns에도 티 엄청 냄 친구들이 누구랑 갔냐 이런 댓글달면 행복하게 해주는 사람이랑 갔다 이런식으로 근데 고백도 안하고 손도 최근에 제가 먼저 잡아서 잡고 그냥 사이에 진전이 없음.. 친구들은 걍 썸 맞다는데 뭔가 어장같기도 하고 어때보이나요?",2
저는 올해 20살이 된 여자입니다 알바를 하는 가게 사장님이 29살인데 너무 좋아요 일 끝나고 같이 일하는 직원과 사장님과 술도 여러번 마셨고 둘이 마신적도 있습니다 일하는중 한번씩 팔에 딱밤을 때리거나 옆구리를 찌르면서 장난도 칩니다 둘이 진지하게 대화를 할때 내가 너를 홀라당 데려가기에는 너는 아직 너무 어리고 예쁘다 그리고 자기는 이제 결혼을 생각해야하는 나이인데 넌 이제 20살이니까 그게 아니지않냐 라며 얘기를 했습니다 그럼에도 자기를 기다린다면 그때는 자기가 데려가겠다는 얘기도 했구여 그뒤로 제가 술먹고 사장님이 너무 좋아서 아무도 못만나겠다 라는 얘기도 했습니다 서로 가치관이나 취미 취향 조차도 너무 잘맞아서 둘이 취미생활을 하기도 했습니다 이 상황에 사장님도 저에게 마음이 있는건지 궁금하지만 차마 물어볼 용기가 없네요…사장님은 저를 어떻게 생각하고 있는걸까요? 9살 나이 차이가 너무 큰거일까요? 뭔가 이렇게 잘맞는 사람이 없을거 같은데 포기하고싶어도 포기를 못하겠어요…,2
썸일까요 어장일까요? 학원에서 예전부터 친한여자애가 있는데요 요즘에 저녁에 늦게까지도 걔랑 통화하고 디엠도 빨랑빨랑 읽어주고 그리고 저번에 왜이렇게 전화를 많이 거냐 라고 물어보니 연락할 정도로 친한사람이 저밖에 없다고 하더라구요... 그리고 어제는 학원가기전에 만나자고도 하고 이게 어떤 상태인지 모르겠네요...,2
"여사친이 몇주째 몰디브 신혼여행, 발리 허니문 리조트 유튜브영상보내고 웨딩홀 탐방 네이버 블로그 어디가 예쁘더라 이런거 계속 나에게 보냄. 그러면서 자기도 빨리 결혼하고 싶데 난 당연히 그린라이트인가? 그냥 친해서 그런가? 했는데 오늘 갑자기 나보고 왜 연애안하냐고 자기도 남자만나고 싶은데... 라고 하길레 시그널인줄 알고 그럼 나랑 만나보자 라고 이야기 했거든 근데 왜 자기냐고 소개팅도 많이 들어오면서라면서 거절각세우네 거기에 난 친구처럼 편안한 사람 만나고 싶다 소개팅도 많이해봤지만 다 별로더라ㅠㅠ 너랑은 몇년동안 친구로 잘지내왔고 그래서 이야기하는거다 했더니",0
안녕 형누나들 다름아니라 고민이 있어서.. 같은 회사에 다른 팀인데 어쩌다 친해지게 된 연상이신 여성분이 있어. 지내다보니 마음이 점점 생기는데 하다보니 그분 팀 동료(또 여성분 근데 이분한테는 감정 1도 없음)랑 셋이서 부산여행을 다녀왔다? 연락도 계속하고 그러는데 이분이 여행에 진심이라 이대로 다음 여행잡고 그러고 있단말야 뭔가 어필하기에 애매한 포지션이 돼버린것 같고.. 내거 호구잡혀서 운전수가 된건지... 그린라이트라면 어떻게 한방을 날려야할지 고민이야 ㅠㅠㅠㅠ 인간적으로 좋게 봐주는거같긴한데 남자로써는 안보는거같지? 다음 여행 숙소 잡다가 가격대가 애매하니까 같은 방에서 자도 된대서 아 이거 헛짓거리하는구나 싶어서... 푸념 늘어놔봤어 재택이라 얼굴 보기도 힘드네,0
"내가 좀 많이 노빠꾸라 내가 좋아해요!! 하고 표현을 하면 상대 남자분도 나에게 호감을 표시하긴 하는데~ 내가 항상 리딩하고 먼저 표현해야지, 말해주는 기분이 들어 글고보니 항상 연락도 내가 먼저 하는거 같어 내가 아무리 노빠꾸 직진녀라고는 하지만 그린라이트로 보기엔 좀 무리가 있어보이지? 아 글쓰고 있는 동안에 또한번 현실자각하게 된다 내가 훨씬 더 좋아하는구나...????",0
지금 연락하는 누나가 너무너무 좋은데 이 누나는 날 어떻게 생각하는지 잘 모르겠다 아직까진 호감은 있어보이고 만나고 있긴한데 어느순간 갑자기 그냥 친구로 지내자라던지 말나올까봐 불안.. 사실 이 누나가 나의 어떤점에 호감을 느낀건지 잘 모름...,1
첫소개팅 했는데 이거 저한테 호감 있는지좀 봐줘요. 저는 남자고 카페서 만나서 1시간 좀 넘게 수다 떨었는데 막 재밌다고 웃기도하고 되게 귀엽게 생기셨다고도하고 다음주 주말에 머하냐고 같이 영화보자고. 자기가 영화 예매하겠다이러고. 커피 다 마시니까 우리 나갈래요? 산책해요 막 이래서 30분정도 같이 걷다 헤어졌는데. 헤어지고 잘 도착했냐고 카톡하니까 잘도착했다고 다음주에 보자하고 카톡 진행 안하려고하는데 이거 소개팅 잘되고 있는건가요?,2
안녕하세요 올해33살 남성입니다.상대는 35살 여성.곧 발렌타인 데이라 선물을 준비했었는데 지내온동안 어장느낌을 좀받았습니다.여지 준다고해야되죠.저는 더이상 깊은관계까지 안갈려고 그녀집주소로 선물 퀵을 보냈습니다.그랬더니 이거뭐냐고 너또 혼자생각하지? 나 이렇게 사랑받아도돼? 등등.. 저는 일요일날 주고싶었는데 못기다릴거같아서 그래서 먼저보냈다고 얘기하다 저는 잤습니다. 그랬더니 밤11시30분에 카톡이 계속오는거에요. 자냐고 니노래듣고싶다고 그래서 통화하게됬는데 12시에 자기집 오라고 하더군요.밥해준다고 그래서 갔는데 술취한상태로 선물 가져가라고 부담스러워서 못받는다고 하더군요 그래서 저는 그럼친구줘라 환불도안된다며 하니까.다른뜻이 있어서 준거아니냐 (별뜻없이 그여자 손에 이쁠거같아서 셀린느팔찌 해줬습니다) 아니다.누나가 차면 이쁠거같아서. 해줬다니까 그제서야 차더군요.그리고 어제 점심약속잡아서 차타고이동하는데 존바바토스 향수 선물해주더군요.본인이 좋아하는향이라고 밥먹으면서 이런저런 얘기도하고 음식떠먹여주기도하고 제어깨에 살짝 기대기도 하고요. 제발 혼자좀 잡생각하지말라고 하면서말이죠 1.본인 기존팔찌있는데 디자인도 별로고 제가 선물한 팔찌를 계속 차고다닌다고해요.금속 알러지 있는데도 말이죠(술마시면 증상 나타나는) 저한테 미안해서 그런걸까요? 2.향수 선물받은거 가격을떠나서 마음이중요하다 생각하기때문 본인 만날때 이거 뿌리라고 준건가요? 3.막상 헤어지니 아쉽더라 라고 하니 웃으면서 그럼 왜그냥갔냐 하더군요(안사귀지만 키스까진 했어요.술먹고 여자분이 주도했지만 기억안난다고..그후로 제가주도 해봤는데 맨정신에도 받아주더군요)관심없으면 불가능하겠죠? 4.제가 한날은 이관계에 대해 답답하여 그만연락하자는 식으로 여지주지마라.애매한행동에 나 너무힘들었다.잘지내 라고 하니 나는 내감정대로 표현한거였고 여지준적도없다.니가 그렇게 느꼈다면 내가 미안하다.너 싫지도않았고 너도 잘지내 이렇게 말하더군요 결국 제가 더아쉬웠기때문에 연락하는 상태이고.. 진심일까요? 딴생각안해야지.믿어야지 하면서도 자꾸 의심하게되는 제가 이상한걸까요 내공다 겁니다.,0
예전부터 얼굴만 알던 오빠가 최근 일주일 전부터 제 스토리에 저만 나온거에만 계속 하트 누르길래 궁금해서 디엠 해서 어제부터 연락하게 된 오빠가 있는데 한 2시간 동안 안 끊기고 대화하고 제가 답장해야 하는데 할 말이 없어서 뭐라할지 생각하고 있었는데도 먼저 말 이어가주고 넘 설렜가든욬ㅋㅋㅋ코ㅠㅠㅠ 제 전공에 대해서 멋있다고도 해주고.. 대화하다가 뜬금없이 갑자기 연락처도 주고 (아직 전화는 앙해봣어여) 잔다하니깐 잘자라하고 머 하트 누르고 그러케 됐거든요 이거 그린라이트일까요? 그리구 그 오빠가 아직 안일어났는데 제가 먼저 일어낫다고 연락해야 될까요..? 아님 좀이따 뭐하냐고 연락할까요? 어떻게 해야하나여ㅠㅠ 연애고수님들 ㅠ,2
안녕하세요 저에겐 썸남이 있는데요 원래 전에 썸을 타다가 제가 어장인줄 알고 착각해서 차단하고 한 달 만에 다시 연락 잘 하고 있는 썸남이 있어요 그런데 분명 전에 썸을 탈때는 먼저 선톡도 자주 해주고 연락도 오래 하고 칼답이였는데 다시 연락을 하다보니 느꼈는데 선톡도 별로 없고 리액션도 별로 전에 만큼은 아니고 연락은 몇십분이나 몇시간 뒤에 볼때가 많아요 그리고 연락도 그닥 오래하지도 않아요 그런데 막상 전화를 하거나 연락하는 내용을 보면 달달하게 연락은 잘 해요 썸남의 심리를 잘 모르겠어요 아니면 전에 제가 갑자기 차단한거때문에 화가 덜 풀린걸까요 아니면 그냥 저 혼자 썸 타고 있는걸까요?그리고 썸남이 인기가 좀 있어서 주변에 여자애들이랑 연락도 좀 자주하는거 같고 좀 거슬려요,0
안녕하세요! 이게 썸인지 헷갈려서 질문 남겨요!! 좋아하는 남자가 저보다 연하인데 5년동안 알고 지냈거든요? 근데 요번년도부터 스킨쉽이 너무 많아졌어요.. 참고로 둘이 따로 약속 잡아서 만난 적은 없고요 연락도 잘 안해요! 가끔 집 같이 갈 때 집 걸어가는 30~40분 내내 손 잡고 걸었구욥 영화 볼 때 제 손 안 놓고 계속 잡고있고 제 어깨에 기대있고 팔을 쓱 만져요. 손잡기는 기본이구요. 제가 엎드려 누워서 폰 하고 있었는데 제 허리에 누워서 잠들었더라고요..! 그리고 언제는 밤에 춥다고 손잡고 있다가 백허그로 저 안았고용.. ㅎ 제가 걔 손으로 장난치다가 장난으로 제가 걔 손을 살짝 물었는데 안 빼고 계속 하라고 입에 손 대주고 있더라구요 저만 따라다니고 계속 붙어있어서 주변에서 둘이 사귀냐는 소리도 들었어요 아! 저는 스킨쉽 매우 좋아요.. 그 애가 저를 편하게 생각해서 하는 행동일까요 아니면 썸일까요..?,2
"음슴체로할게요 직장인 모임갔는데 제일 예뻐서 연락처따고 2일후 만났음. 객관적으로 봐도 분위기 좋았음. 본인도 내가 첫인상이 제일좋았다고함. 6시간정도 놀고 5일후에 만나기로 한 다음 헤어짐. 연락도 느낌좋았음. 일하는 중에도 계속 칼답왔고 자기전까지도 연락 계속함. 자기가 가는 곳 친구 만나는 모습들 사진 영상으로 매일 보냈고 내가 늦게 자는날엔 자기도 더놀다잘거라며 새벽까지 톡주고받다가 자기도함. 주로 몇시에 자는지 집에서 밥은 주로뭐먹는지 퇴근하고 주로 뭐하는지 등 내 생활패턴도 궁금해함. 이렇게 그린라이트각이라고 생각하는와중에 만나기로한 전날 어제부터 현재 48시간째 잠수... 뭐 결국 나한테 관심이 없으니까 깐거겟지만 갑자기 급잠수탄 이유는 몰까여..? 남자많을거처럼 생긴거랑다르게 남친경력도 5년사귀고 3주전즘헤어진 사람 1명뿐이엇고, 자긴 소개팅이든뭐든 3번은만나보고 결정한다거나 소개팅같은 만남을 마무리할때 매너없게 하는건 딱질색이라는등 생각있어보이는 발언들 덕에 호감도좀 상승했었는데..",0
